statement,label,category,split,question
Australia is a name of a country.,1,cities,train,What is Australia?
Qatar is a name of a country.,1,cities,train,What is Qatar?
Port Vila is a city in Vanuatu,1,cities,train,What is Port Vila?
Buenos Aires is a name of a city.,1,cities,train,What is Buenos Aires?
Kyrgyzstan is a name of a country.,1,cities,train,What is Kyrgyzstan?
Manila is a name of a city.,1,cities,train,What is Manila?
Saipan is a city in Kosovo,0,cities,train,What is Saipan?
Hanga Roa is a name of a country.,0,cities,train,What is Hanga Roa?
Islamabad is a name of a city.,1,cities,train,What is Islamabad?
Georgetown is a city in Ascension Island,1,cities,train,What is Georgetown?
Bosnia and Herzegovina is a name of a city.,0,cities,train,What is Bosnia and Herzegovina?
Tiraspol is a name of a city.,1,cities,train,What is Tiraspol?
Zagreb is a name of a country.,0,cities,train,What is Zagreb?
Riga is a name of a city.,1,cities,train,What is Riga?
Amsterdam is a city in Saint Vincent and the Grenadines,0,cities,train,What country is Amsterdam located in?
Philippines is a name of a city.,0,cities,train,What is the Philippines?
Zambia is a name of a city.,0,cities,train,What is Zambia?
Kinshasa is a city in South Ossetia,0,cities,train,What country is Kinshasa located in?
Brussels is a city in Mali,0,cities,train,What country is Brussels located in?
Brazzaville is a name of a country.,0,cities,train,What is Brazzaville?
Fiji is a name of a city.,0,cities,train,What is Fiji?
George Town is a city in Libya,0,cities,train,What country is George Town located in?
Cairo is a name of a country.,0,cities,train,What is Cairo?
Libreville is a name of a country.,0,cities,train,What is Libreville?
Central African Republic is a name of a country.,1,cities,train,What is Central African Republic?
Amsterdam is a name of a city.,1,cities,train,What is Amsterdam?
Ottawa is a name of a country.,0,cities,train,What is Ottawa?
Hamilton is a name of a country.,0,cities,train,What is Hamilton?
Jamestown is a city in Abkhazia,0,cities,train,What is Jamestown?
Gibraltar is a city in Kuwait,0,cities,train,What is Gibraltar?
Porto-Novo is a name of a country.,0,cities,train,What is Porto-Novo?
Antananarivo is a city in Anguilla,0,cities,train,What country is Antananarivo located in?
Bandar Seri Begawan is a city in Brunei,1,cities,train,What country is Bandar Seri Begawan located in?
Northern Cyprus is a name of a city.,0,cities,train,What is Northern Cyprus?
Kazakhstan is a name of a city.,0,cities,train,What is Kazakhstan?
Monrovia is a city in Namibia,0,cities,train,What country is Monrovia located in?
Kiev is a name of a city.,1,cities,train,What is Kiev?
Kuwait City is a city in Swaziland,0,cities,train,What country is Kuwait City located in?
Juba is a name of a city.,1,cities,train,What is Juba?
Maseru is a name of a country.,0,cities,train,What is Maseru?
Antananarivo is a city in Madagascar,1,cities,train,What is Antananarivo?
Baghdad is a name of a country.,0,cities,train,What is Baghdad?
Harare is a name of a city.,1,cities,train,What is Harare?
Cyprus is a name of a city.,0,cities,train,What is Cyprus?
Vietnam is a name of a country.,1,cities,train,What is Vietnam?
South Georgia and the South Sandwich Islands is a name of a city.,0,cities,train,What is South Georgia and the South Sandwich Islands?
Basseterre is a city in Saint Kitts and Nevis,1,cities,train,What country is Basseterre located in?
Avarua is a city in Cook Islands,1,cities,train,What is Avarua?
Kuwait is a name of a country.,1,cities,train,What is Kuwait?
Luxembourg is a name of a city.,0,cities,train,What is Luxembourg?
Paraguay is a name of a country.,1,cities,train,What is Paraguay?
Kuwait is a name of a city.,0,cities,train,What is Kuwait?
New Caledonia is a name of a country.,1,cities,train,What is New Caledonia?
Bangui is a name of a city.,1,cities,train,What is Bangui?
Bamako is a city in Mali,1,cities,train,What country is Bamako located in?
American Samoa is a name of a city.,0,cities,train,What is American Samoa?
Port Louis is a city in Mauritius,1,cities,train,What is Port Louis?
Burma is a name of a country.,1,cities,train,What is Burma?
Honiara is a name of a city.,1,cities,train,What is Honiara?
Tripoli is a name of a country.,0,cities,train,What is Tripoli?
Gustavia is a city in Saint Barthélemy,1,cities,train,What is Gustavia?
Federated States of Micronesia is a name of a country.,1,cities,train,What is the Federated States of Micronesia?
São Tomé and Príncipe is a name of a city.,0,cities,train,What is São Tomé and Príncipe?
Vientiane is a name of a city.,1,cities,train,What is Vientiane?
Cape Verde is a name of a city.,0,cities,train,What is Cape Verde?
Rome is a name of a country.,0,cities,train,What is Rome?
Athens is a name of a city.,1,cities,train,What is Athens?
Puerto Rico is a name of a country.,1,cities,train,What is Puerto Rico?
NDjamena is a city in Chad,1,cities,train,What is NDjamena?
Georgetown is a city in Mauritania,0,cities,train,What is Georgetown?
Conakry is a name of a country.,0,cities,train,What is Conakry?
Avarua is a city in Nigeria,0,cities,train,What country is Avarua located in?
Nicosia is a city in Lithuania,0,cities,train,What is Nicosia?
Georgetown is a name of a country.,0,cities,train,What is Georgetown?
Lesotho is a name of a country.,1,cities,train,What is Lesotho?
Venezuela is a name of a country.,1,cities,train,What is Venezuela?
Lomé is a name of a country.,0,cities,train,What is Lomé?
Malabo is a name of a country.,0,cities,train,What is Malabo?
Podgorica is a city in Cuba,0,cities,train,What country is Podgorica located in?
Amsterdam is a city in Netherlands,1,cities,train,What country is Amsterdam located in?
Saipan is a name of a city.,1,cities,train,What is Saipan?
Cuba is a name of a city.,0,cities,train,What is Cuba?
East Timor is a name of a city.,0,cities,train,What is East Timor?
Mozambique is a name of a country.,1,cities,train,What is Mozambique?
Australia is a name of a city.,0,cities,train,What is Australia?
Lilongwe is a name of a country.,0,cities,train,What is Lilongwe?
Jamaica is a name of a city.,0,cities,train,What is Jamaica?
Ottawa is a city in Canada,1,cities,train,What country is Ottawa a city in?
Roseau is a city in Georgia,0,cities,train,What is Roseau?
Mbabane is a city in Turks and Caicos Islands,0,cities,train,What is Mbabane?
Bahrain is a name of a city.,0,cities,train,What is Bahrain?
South Korea is a name of a country.,1,cities,train,What is South Korea?
Bangladesh is a name of a city.,0,cities,train,What is Bangladesh?
Nassau is a name of a city.,1,cities,train,What is Nassau?
Belgrade is a name of a country.,0,cities,train,What is Belgrade?
Sucre is a name of a city.,1,cities,train,What is Sucre?
São Tomé is a name of a city.,1,cities,train,What is São Tomé?
Guam is a name of a country.,1,cities,train,What is Guam?
Malé is a name of a city.,1,cities,train,What is Malé?
Lebanon is a name of a city.,0,cities,train,What is Lebanon?
Vatican City is a name of a country.,1,cities,train,What is Vatican City?
Antigua and Barbuda is a name of a city.,0,cities,train,What is Antigua and Barbuda?
Ashgabat is a city in Costa Rica,0,cities,train,What is Ashgabat?
Nuku?alofa is a city in Tonga,1,cities,train,What country is Nuku'alofa located in?
Ulan Bator is a city in Mongolia,1,cities,train,What is Ulan Bator?
Greenland is a name of a country.,1,cities,train,What is Greenland?
Khartoum is a city in Sudan,1,cities,train,What is Khartoum?
Estonia is a name of a country.,1,cities,train,What is Estonia?
Swaziland is a name of a city.,0,cities,train,What is Swaziland?
Nuuk is a city in Greenland,1,cities,train,What is Nuuk?
Nairobi is a name of a city.,1,cities,train,What is Nairobi?
Brussels is a city in Belgium,1,cities,train,What country is Brussels located in?
South Georgia and the South Sandwich Islands is a name of a country.,1,cities,train,What is South Georgia and the South Sandwich Islands?
Conakry is a city in Wallis and Futuna,0,cities,train,What country is Conakry located in?
Chile is a name of a city.,0,cities,train,What is Chile?
Botswana is a name of a country.,1,cities,train,What is Botswana?
Guam is a name of a city.,0,cities,train,What is Guam?
Lisbon is a city in Portugal,1,cities,train,What country is Lisbon located in?
Nicaragua is a name of a city.,0,cities,train,What is Nicaragua?
St. Helier is a city in Jersey,1,cities,train,What is St. Helier?
Lilongwe is a city in Saint Lucia,0,cities,train,What country is Lilongwe a city in?
Astana is a city in Canada,0,cities,train,What is Astana?
Pakistan is a name of a city.,0,cities,train,What is Pakistan?
Paramaribo is a city in Tonga,0,cities,train,What is Paramaribo?
North Korea is a name of a country.,1,cities,train,What is North Korea?
Burkina Faso is a name of a city.,0,cities,train,What is Burkina Faso?
Port Louis is a city in Latvia,0,cities,train,What country is Port Louis located in?
Lilongwe is a name of a city.,1,cities,train,What is Lilongwe?
Nassau is a city in Bahamas,1,cities,train,What is Nassau?
Fiji is a name of a country.,1,cities,train,What is Fiji?
Kazakhstan is a name of a country.,1,cities,train,What is Kazakhstan?
Brasília is a name of a country.,0,cities,train,What is Brasília?
Somaliland is a name of a country.,1,cities,train,What is Somaliland?
Monrovia is a name of a city.,1,cities,train,What is Monrovia?
West Island is a city in Belize,0,cities,train,What country is West Island located in?
Sarajevo is a city in Bosnia and Herzegovina,1,cities,train,What country is Sarajevo located in?
Thimphu is a city in Bhutan,1,cities,train,What is Thimphu?
Bujumbura is a name of a country.,0,cities,train,What is Bujumbura?
Dili is a name of a country.,0,cities,train,What is Dili?
Iran is a name of a country.,1,cities,train,What is Iran?
Yamoussoukro is a city in Curaçao,0,cities,train,What country is Yamoussoukro located in?
Tonga is a name of a city.,0,cities,train,What is Tonga?
Port Vila is a name of a country.,0,cities,train,What is Port Vila?
Tehran is a name of a country.,0,cities,train,What is Tehran?
Melekeok is a name of a city.,1,cities,train,What is Melekeok?
Saipan is a city in Northern Mariana Islands,1,cities,train,What is Saipan?
Slovakia is a name of a country.,1,cities,train,What is Slovakia?
Seychelles is a name of a country.,1,cities,train,What is Seychelles?
Luxembourg is a city in Luxembourg,1,cities,train,What is Luxembourg?
St. Pierre is a name of a country.,0,cities,train,What is St. Pierre?
Cocos Islands is a name of a city.,0,cities,train,What is Cocos Islands?
Gambia is a name of a country.,1,cities,train,What is Gambia?
Hagåtña is a city in Guam,1,cities,train,What is Hagåtña?
Montevideo is a name of a country.,0,cities,train,What is Montevideo?
Taiwan is a name of a country.,1,cities,train,What is Taiwan?
Tskhinvali is a name of a city.,1,cities,train,What is Tskhinvali?
Podgorica is a city in Argentina,0,cities,train,What is Podgorica?
Burkina Faso is a name of a country.,1,cities,train,What is Burkina Faso?
Hamilton is a name of a city.,1,cities,train,What is Hamilton?
Sint Maarten is a name of a city.,0,cities,train,What is Sint Maarten?
Cayman Islands is a name of a country.,1,cities,train,What is the Cayman Islands?
Kingston is a name of a city.,1,cities,train,What is Kingston?
Guinea-Bissau is a name of a city.,0,cities,train,What is Guinea-Bissau?
Hagåtña is a name of a city.,1,cities,train,What is Hagåtña?
Peru is a name of a city.,0,cities,train,What is Peru?
Seoul is a city in South Korea,1,cities,train,What country is Seoul located in?
Tuvalu is a name of a country.,1,cities,train,What is Tuvalu?
Kingston is a city in Singapore,0,cities,train,What is Kingston?
George Town is a name of a country.,0,cities,train,What is George Town?
Paramaribo is a city in Suriname,1,cities,train,What country is Paramaribo a city in?
Baghdad is a city in Iraq,1,cities,train,What country is Baghdad located in?
Berlin is a city in Vanuatu,0,cities,train,What country is Berlin located in?
Pyongyang is a name of a city.,1,cities,train,What is Pyongyang?
Warsaw is a city in Poland,1,cities,train,What country is Warsaw located in?
Luxembourg is a name of a country.,1,cities,train,What is Luxembourg?
San Juan is a name of a city.,1,cities,train,What is San Juan?
Guatemala City is a city in Guatemala,1,cities,train,What is Guatemala City?
Sarajevo is a city in Mauritius,0,cities,train,What is Sarajevo?
Belmopan is a name of a city.,1,cities,train,What is Belmopan?
Cayman Islands is a name of a city.,0,cities,train,What is the Cayman Islands?
Yaoundé is a city in Cameroon,1,cities,train,What country is Yaoundé located in?
Malabo is a city in Ivory Coast,0,cities,train,What country is Malabo a city in?
Serbia is a name of a city.,0,cities,train,What is Serbia?
Tashkent is a name of a country.,0,cities,train,What is Tashkent?
Denmark is a name of a country.,1,cities,train,What is Denmark?
British Virgin Islands is a name of a city.,0,cities,train,What is the British Virgin Islands?
